epoch,acc,loss,lr,val_acc,val_loss
85,0.44625,1.9589929914474487,0.1,66.0,-0.435
86,0.479375,1.9259492444992066,0.1,63.24999999999999,-0.67
87,0.47,1.944409260749817,0.1,63.0,-0.445
88,0.46875,1.9301422023773194,0.1,57.99999999999999,0.9375
89,0.49875,1.889016308784485,0.1,62.0,0.0525
90,0.476875,1.8976429080963135,0.1,62.5,-0.8825
91,0.48,1.9378146743774414,0.1,60.0,1.4425
92,0.50875,1.8334950304031372,0.1,61.5,-0.105
93,0.49375,1.858559913635254,0.1,67.0,0.225
94,0.50375,1.8215446853637696,0.1,62.5,0.1825
95,0.48375,1.9033099985122681,0.1,67.5,-0.2175
96,0.499375,1.8232515716552735,0.1,66.75,1.7275
97,0.520625,1.8315432643890381,0.1,67.0,0.4575
98,0.508125,1.83648784160614,0.1,65.75,-0.8975
99,0.48,1.8568353080749511,0.1,66.75,1.85
100,0.481875,1.8303093671798707,0.1,58.5,0.7675
101,0.506875,1.8319166564941407,0.1,66.25,-0.16
102,0.5175,1.8140932655334472,0.1,66.5,0.535
103,0.506875,1.8347020721435547,0.1,64.25,0.57
104,0.518125,1.843621187210083,0.1,71.0,-0.35
105,0.518125,1.7962266731262206,0.1,67.75,1.5625
106,0.499375,1.819327712059021,0.1,62.74999999999999,2.0225
107,0.48125,1.8277321100234984,0.1,69.25,-0.0225
108,0.53625,1.7599754428863525,0.1,70.0,1.345
109,0.5,1.813877420425415,0.1,69.75,-0.8575
110,0.4975,1.8114317274093628,0.1,69.5,0.0825
111,0.50375,1.7945794868469238,0.1,71.5,-0.41
112,0.51375,1.7912722635269165,0.1,67.5,-0.25
113,0.519375,1.7997788763046265,0.1,63.5,-1.5175
114,0.5425,1.7127992486953736,0.1,69.0,-0.28
115,0.546875,1.7311126375198365,0.1,70.5,-0.395
116,0.541875,1.7134005212783814,0.1,68.5,0.255
117,0.51375,1.776958041191101,0.1,67.75,-0.895
118,0.533125,1.7189480352401734,0.1,60.75000000000001,-1.18
119,0.515625,1.7615478229522705,0.1,62.25000000000001,0.1525
120,0.5275,1.7327015733718871,0.1,63.24999999999999,0.47
121,0.54,1.7108901977539062,0.1,71.0,-0.1775
122,0.54875,1.715694923400879,0.1,69.25,1.3375
123,0.529375,1.7473358058929442,0.1,70.5,-0.0275
124,0.536875,1.703235354423523,0.1,71.25,0.9175
125,0.580625,1.6686697673797608,0.1,68.0,-2.0425
126,0.559375,1.695664520263672,0.1,71.75,-0.6375
127,0.538125,1.7136964893341065,0.1,65.25,-1.275
128,0.52,1.7518552541732788,0.1,70.75,0.1175
129,0.56125,1.670996356010437,0.1,68.75,0.7475
130,0.536875,1.7074442625045776,0.1,71.75,-0.4875
131,0.55125,1.6746039962768555,0.1,69.0,0.07
132,0.571875,1.6599671936035156,0.1,70.5,-0.8025
133,0.555625,1.6564590263366699,0.1,70.5,0.7175
134,0.57125,1.6495509624481202,0.1,72.25,0.53
135,0.565625,1.6704175281524658,0.1,71.0,0.6275
136,0.5275,1.688574924468994,0.1,69.5,-0.6825
137,0.5875,1.658677110671997,0.1,67.0,-2.0525
138,0.549375,1.6769086074829103,0.1,70.5,0.665
139,0.545625,1.68448872089386,0.1,75.75,-0.725
140,0.573125,1.6383241415023804,0.1,70.25,-0.865
141,0.575,1.6363411378860473,0.1,70.75,-1.15
142,0.574375,1.5966382551193237,0.1,72.0,-0.01
143,0.561875,1.6630744886398316,0.1,72.5,0.6075
144,0.571875,1.6190179538726808,0.1,72.25,0.8725
145,0.585,1.5703121519088745,0.1,69.5,-1.3175
146,0.58125,1.6086673021316529,0.1,71.25,0.6775
147,0.599375,1.5734986209869384,0.1,74.75,-0.4225
148,0.5875,1.591558198928833,0.1,68.75,1.31
149,0.576875,1.5791513967514037,0.1,73.5,0.37
150,0.575,1.6330529308319093,0.1,71.0,0.5325
151,0.5525,1.6136031913757325,0.1,74.0,0.45
152,0.56875,1.599290566444397,0.1,75.0,0.08
153,0.555,1.640540781021118,0.1,71.25,-0.925
154,0.575625,1.604205470085144,0.1,61.0,0.3925
155,0.56875,1.6057539987564087,0.1,68.75,-0.19
156,0.5925,1.5659526872634888,0.1,72.5,0.1575
157,0.59,1.579823932647705,0.1,71.25,-0.2925
158,0.585,1.5757455873489379,0.1,74.25,0.49
159,0.588125,1.5680643033981323,0.1,73.0,0.6625
160,0.604375,1.5480797863006592,0.1,74.25,0.785
161,0.585,1.5610091590881348,0.1,72.25,0.38
162,0.575625,1.565582127571106,0.1,70.75,0.6925
163,0.59375,1.5762296772003175,0.1,68.25,0.38
164,0.6175,1.523545126914978,0.1,73.25,-0.03
165,0.61,1.5363512229919434,0.1,70.0,-0.1625
166,0.6125,1.4876480150222777,0.1,74.75,-0.3775
167,0.6125,1.5132858514785767,0.1,71.0,0.9225
168,0.599375,1.5333021593093872,0.1,68.75,0.25
169,0.599375,1.5216861963272095,0.1,74.75,-0.55
170,0.63,1.5205941820144653,0.1,75.75,-0.005
171,0.60625,1.524893889427185,0.1,75.25,0.07
172,0.589375,1.5445427227020263,0.1,75.75,0.2925
173,0.5925,1.531957597732544,0.1,73.75,-0.4425
174,0.6075,1.5363682889938355,0.1,73.25,-0.4975
175,0.621875,1.5132703590393066,0.1,73.75,-0.1475
176,0.606875,1.4928370571136476,0.1,75.5,-0.435
177,0.58375,1.5973516035079955,0.1,72.75,-0.2225
178,0.630625,1.4964262580871581,0.1,68.75,-1.1425
179,0.59125,1.55205087184906,0.1,75.0,0.04
180,0.61,1.512271795272827,0.1,71.75,-0.22
181,0.605,1.5125397253036499,0.1,73.0,-0.1825
182,0.609375,1.4879219245910644,0.1,73.75,0.7275
183,0.623125,1.509780912399292,0.1,75.5,0.455
184,0.606875,1.4929863739013671,0.1,75.5,-0.4425
185,0.6175,1.4948739051818847,0.1,74.5,0.75
186,0.6,1.5116814804077148,0.1,68.75,-0.665
187,0.62875,1.4982357454299926,0.1,75.5,0.38
188,0.6175,1.510089750289917,0.1,72.5,-0.0575
189,0.6225,1.4873715877532958,0.1,77.0,-0.235
190,0.620625,1.4963400506973266,0.1,72.5,-1.28
191,0.65,1.4441959762573242,0.1,76.25,-0.165
192,0.62125,1.4725726079940795,0.1,73.5,-0.3
193,0.65,1.4421660041809081,0.1,70.5,-0.45
194,0.634375,1.459088225364685,0.1,70.75,-0.9675
195,0.61625,1.4681723022460937,0.1,73.25,-1.235
196,0.615625,1.4900186109542846,0.1,72.5,-0.285
197,0.63,1.4844148778915405,0.1,72.5,0.165
198,0.61375,1.4480697774887086,0.1,73.0,0.48
199,0.63625,1.4633807849884033,0.1,75.5,-0.325
200,0.62625,1.4700026798248291,0.1,76.5,0.655
201,0.65375,1.4058522701263427,0.1,73.5,-0.97
202,0.62,1.4390728616714477,0.1,74.5,-0.3675
203,0.618125,1.463522891998291,0.1,76.25,-0.1
204,0.61875,1.4642140102386474,0.1,78.25,-0.58
205,0.633125,1.4539659309387207,0.1,72.25,1.0825
206,0.621875,1.4866075325012207,0.1,74.0,-0.415
207,0.635,1.4272678232192992,0.1,74.75,-0.23
208,0.638125,1.3941731548309326,0.1,72.75,-0.0175
209,0.625625,1.4560139751434327,0.1,75.5,0.35
210,0.629375,1.4693350315093994,0.1,75.75,-0.2025
211,0.628125,1.4364034032821655,0.1,75.0,-0.0775
212,0.633125,1.420012459754944,0.1,72.75,-0.105
213,0.64875,1.4155243825912476,0.1,73.0,-0.7625
214,0.63625,1.4068155527114867,0.1,73.0,-0.93
215,0.64375,1.4354640531539917,0.1,75.25,-0.6325
216,0.65625,1.3682417964935303,0.1,74.5,-0.86
217,0.641875,1.4110011625289918,0.1,76.25,-0.5
218,0.646875,1.4124893760681152,0.1,76.25,-0.4375
219,0.641875,1.4022169971466065,0.1,76.25,-0.5575
220,0.628125,1.410528030395508,0.1,70.0,-0.76
221,0.638125,1.4131115102767944,0.1,71.5,-1.1475
222,0.638125,1.414586238861084,0.1,71.75,0.695
223,0.63875,1.4196759510040282,0.1,74.0,0.665
224,0.65,1.398359317779541,0.1,73.25,0.74
225,0.65,1.3902413082122802,0.1,73.5,1.61
226,0.6275,1.4036573934555054,0.1,76.25,0.5075
227,0.64875,1.368899049758911,0.1,74.5,0.2725
228,0.638125,1.379673547744751,0.1,76.75,0.63
229,0.64375,1.4106650733947754,0.1,75.5,0.075
230,0.65125,1.382610149383545,0.1,72.75,0.975
231,0.6575,1.3591280746459962,0.1,75.25,0.585
232,0.6475,1.367111759185791,0.1,75.25,0.325
233,0.63875,1.396304612159729,0.1,74.25,-0.305
234,0.64875,1.3779162645339966,0.1,75.5,0.4775
235,0.62875,1.4144531965255738,0.1,69.5,0.285
236,0.6625,1.3643214225769043,0.1,76.0,-0.515
237,0.645625,1.3703719902038574,0.1,72.25,0.29
238,0.655625,1.3722035455703736,0.1,76.25,-0.65
239,0.67125,1.3322575569152832,0.1,75.5,-0.7525
240,0.67125,1.3770514440536499,0.1,76.5,0.55
241,0.67,1.3621103525161744,0.1,74.25,-0.1525
242,0.6375,1.3748577690124513,0.1,76.25,0.27
243,0.681875,1.3277900743484496,0.1,71.75,-0.1575
244,0.675625,1.3394975280761718,0.1,77.25,-0.0775
245,0.67125,1.3376137399673462,0.1,77.25,-0.26
246,0.67875,1.3223366022109986,0.1,76.25,-0.5525
247,0.65,1.3521860074996948,0.1,74.0,-0.0325
248,0.6775,1.3271546983718872,0.1,72.5,0.345
249,0.665,1.346810598373413,0.1,71.5,-0.1375
250,0.654375,1.3273246002197265,0.1,73.75,-0.0625
251,0.6625,1.322601490020752,0.1,77.25,0.425
252,0.691875,1.3151193571090698,0.1,75.75,-0.395
253,0.67875,1.3033299493789672,0.1,76.25,-0.4475
254,0.650625,1.3684811210632324,0.1,73.5,-0.81
255,0.64125,1.3746932077407836,0.1,73.25,-0.725
256,0.66,1.364511489868164,0.1,73.25,-0.765
257,0.655,1.3573274183273316,0.1,75.5,0.105
258,0.653125,1.3469236946105958,0.1,78.25,-0.49
259,0.68375,1.303331685066223,0.1,71.75,0.275
260,0.66875,1.354135637283325,0.1,73.0,0.235
261,0.683125,1.2888504934310914,0.1,77.0,0.4325
262,0.665,1.3423547410964967,0.1,74.25,0.4475
263,0.659375,1.3248393249511718,0.1,76.75,-0.5925
264,0.68125,1.305628137588501,0.1,75.0,-0.72
265,0.666875,1.3306638383865357,0.1,67.5,-0.6225
266,0.6875,1.3195193576812745,0.1,75.5,-0.4525
267,0.67875,1.2928141832351685,0.1,74.25,-0.06
268,0.685,1.3242927980422974,0.1,73.0,1.6175
269,0.658125,1.317834553718567,0.1,76.0,-0.35
270,0.6825,1.2878000020980835,0.1,76.75,0.49
271,0.671875,1.3292150592803955,0.1,74.5,0.1425
272,0.655,1.3406416845321656,0.1,76.25,0.0425
273,0.675625,1.3121571350097656,0.1,77.0,0.195
274,0.695,1.3072103643417359,0.1,75.5,-0.17
275,0.685625,1.2869652891159058,0.1,74.75,-0.17
276,0.67875,1.3261866807937621,0.1,77.25,-0.5225
277,0.67125,1.2874581050872802,0.1,79.0,-0.2075
278,0.675625,1.3096299505233764,0.1,75.5,0.315
279,0.67,1.330477752685547,0.1,75.25,-0.105
280,0.663125,1.3332544660568237,0.1,76.25,-0.3825
281,0.69,1.2651234769821167,0.1,77.5,-0.53
282,0.67875,1.3052660894393922,0.1,76.0,0.24
283,0.666875,1.3459957647323608,0.1,70.5,-1.5875
284,0.68125,1.2782588148117064,0.1,76.0,-0.295
285,0.663125,1.280216088294983,0.1,73.0,-0.3625
286,0.668125,1.2860365056991576,0.1,73.75,-1.2525
287,0.691875,1.2810184168815613,0.1,74.25,-0.1
288,0.6925,1.2493289422988891,0.1,74.0,-1.095
289,0.668125,1.2903281545639038,0.1,76.5,-0.205
290,0.69125,1.2794045400619507,0.1,78.25,-0.7125
291,0.675625,1.3085472536087037,0.1,78.25,-0.5825
292,0.664375,1.3248558521270752,0.1,75.5,-0.38
293,0.684375,1.2849409627914428,0.1,77.75,-0.2775
294,0.67875,1.2934932565689088,0.1,76.25,0.085
295,0.693125,1.2543153333663941,0.1,78.75,-0.405
296,0.690625,1.2764299821853637,0.1,76.25,0.1425
297,0.689375,1.2599580574035645,0.1,72.75,0.8375
298,0.67,1.2843842792510987,0.1,80.25,-0.59
299,0.681875,1.270500535964966,0.1,76.25,0.1075
300,0.6675,1.3145269536972046,0.1,76.5,-0.13
301,0.678125,1.2810152435302735,0.1,77.75,-0.4225
302,0.68375,1.27688711643219,0.1,77.5,-0.3975
303,0.68875,1.2532655954360963,0.1,78.25,-0.055
304,0.688125,1.2663534307479858,0.1,74.75,0.2525
305,0.685625,1.2671302556991577,0.1,76.5,-0.11
306,0.695625,1.2564833736419678,0.1,77.5,0.55
307,0.680625,1.262152304649353,0.1,77.5,0.3575
308,0.691875,1.2679060077667237,0.1,76.5,0.065
309,0.690625,1.2267393112182616,0.1,76.5,0.885
310,0.69375,1.2809424781799317,0.1,75.0,0.12
311,0.696875,1.2491131448745727,0.1,77.5,-0.425
312,0.6775,1.252828164100647,0.1,77.25,-0.3775
313,0.696875,1.2443781042098998,0.1,77.75,-0.2825
314,0.696875,1.2568590545654297,0.1,76.75,0.1025
315,0.685625,1.2360451936721801,0.1,76.25,-0.3725
316,0.654375,1.291355757713318,0.1,76.75,-0.2525
317,0.6775,1.2600100183486937,0.1,76.0,0.86
318,0.68375,1.2556659364700318,0.1,73.0,-0.1425
319,0.7025,1.2138256883621217,0.1,77.25,0.4775
320,0.706875,1.2469166278839112,0.1,78.0,0.2025
321,0.6975,1.2252202367782592,0.1,78.0,-0.21
322,0.7075,1.2372450017929078,0.1,78.75,-0.1925
323,0.704375,1.240325655937195,0.1,74.75,-0.445
324,0.700625,1.2437507796287537,0.1,77.25,0.0225
325,0.685,1.260692572593689,0.1,76.0,0.2525
326,0.676875,1.2492020225524902,0.1,77.75,0.375
327,0.700625,1.2006596326828003,0.1,76.5,-0.3325
328,0.689375,1.2321761655807495,0.1,74.75,0.305
329,0.699375,1.2300602054595948,0.1,76.75,1.07
330,0.68875,1.2354726552963258,0.1,77.0,-0.255
331,0.696875,1.2395654916763306,0.1,78.5,-0.23
332,0.69375,1.227341856956482,0.1,76.0,-0.21
333,0.69875,1.2039735555648803,0.1,77.75,0.0225
334,0.69125,1.2318481302261353,0.1,78.5,0.22
335,0.69875,1.2469457149505616,0.1,77.0,0.3475
336,0.6875,1.2446895360946655,0.1,77.0,-0.1275
337,0.6975,1.220526523590088,0.1,76.5,0.38
338,0.7025,1.1887737607955933,0.1,76.25,-0.4175
339,0.700625,1.2299336194992065,0.1,74.75,0.1725
340,0.69875,1.2132490968704224,0.1,77.5,0.185
341,0.71125,1.1783894729614257,0.1,77.0,-0.4275
342,0.699375,1.222626667022705,0.1,75.5,0.0675
343,0.700625,1.1984400510787965,0.1,79.5,-0.3975
344,0.6975,1.2207076740264893,0.1,77.25,0.5475
345,0.70625,1.2032980966567992,0.1,76.0,0.1125
346,0.7025,1.2331648349761963,0.1,75.0,-1.0125
347,0.681875,1.268949465751648,0.1,74.5,-0.3025
348,0.6925,1.2390736103057862,0.1,78.5,-0.0725
349,0.7075,1.2088018774986267,0.1,75.5,0.2
350,0.68625,1.2362624835968017,0.1,78.5,-0.2
351,0.70375,1.1962141847610475,0.1,77.25,-0.86
352,0.6925,1.2432986974716187,0.1,75.75,-0.19
353,0.7025,1.1758241319656373,0.1,76.75,-0.1175
354,0.6875,1.223493161201477,0.1,78.25,-0.6825
355,0.693125,1.21948383808136,0.1,78.25,-0.875
356,0.695,1.2064760971069335,0.1,78.25,0.095
357,0.693125,1.2363275957107545,0.1,78.25,-0.9025
358,0.7075,1.21716317653656,0.1,79.75,0.02
359,0.7225,1.1742559909820556,0.1,77.75,-0.76
360,0.7,1.1884942054748535,0.1,77.25,-0.3725
361,0.7,1.2059408378601075,0.1,76.25,-0.75
362,0.695625,1.217628183364868,0.1,79.0,0.115
363,0.718125,1.168612174987793,0.1,77.0,-0.2325
364,0.705625,1.1841351890563965,0.1,77.75,-0.085
365,0.71,1.1759533739089967,0.1,74.5,-0.4475
366,0.708125,1.1752203798294067,0.1,75.75,0.34
367,0.69875,1.1735272407531738,0.1,76.5,-0.5375
368,0.71875,1.1596291851997376,0.1,77.0,-0.3575
369,0.71875,1.1960509061813354,0.1,77.75,-0.2775
370,0.7075,1.1944786643981933,0.1,78.5,0.4125
371,0.7175,1.1884402179718017,0.1,77.75,-1.1025
372,0.701875,1.2034018158912658,0.1,78.0,-0.4075
373,0.7175,1.1790074014663696,0.1,78.75,-0.2325
374,0.711875,1.1969415402412416,0.1,78.75,0.1925
375,0.700625,1.1900648665428162,0.1,77.75,-0.2425
376,0.710625,1.18100759267807,0.1,77.5,-0.14
377,0.691875,1.1900033831596375,0.1,74.0,0.55
378,0.71375,1.1598511624336243,0.1,79.5,-0.365
379,0.711875,1.1658485341072082,0.1,78.0,-0.1075
380,0.733125,1.148730881214142,0.1,76.0,-0.645
381,0.743125,1.136430869102478,0.1,78.25,0.2875
382,0.70875,1.1730697679519653,0.1,78.5,-0.85
383,0.70625,1.1862500858306886,0.1,77.75,0.36
384,0.715,1.178670778274536,0.1,76.5,0.085
385,0.705625,1.1784951448440553,0.1,77.5,-0.635
386,0.696875,1.2093954372406006,0.1,79.25,0.01
387,0.7175,1.1590952491760254,0.1,77.0,-0.175
388,0.706875,1.162753129005432,0.1,77.75,-0.695
389,0.699375,1.2061126804351807,0.1,79.0,-0.3075
390,0.719375,1.1622465968132019,0.1,78.75,-0.6275
391,0.7275,1.1501233434677125,0.1,78.5,0.435
392,0.7275,1.142886953353882,0.1,78.25,-0.49
393,0.695625,1.1857187891006469,0.1,77.75,0.0
394,0.69625,1.1849290585517884,0.1,76.75,-0.1625
395,0.724375,1.1665017700195313,0.1,77.25,0.285
396,0.725625,1.1470825242996217,0.1,77.75,-0.795
397,0.68875,1.2049244141578674,0.1,78.5,-0.0025
398,0.705625,1.1855005645751953,0.1,79.25,-0.095
399,0.691875,1.189873971939087,0.1,79.5,-0.1975
400,0.72875,1.1255155038833617,0.1,78.25,0.2025
401,0.706875,1.1748531818389893,0.1,77.5,-0.2775
402,0.706875,1.1553795099258424,0.1,75.5,-0.91
403,0.73125,1.128067684173584,0.1,78.75,-0.3575
404,0.70125,1.1591949844360352,0.1,78.5,0.2225
405,0.728125,1.1484427881240844,0.1,77.25,-0.8475
406,0.71875,1.1737692880630493,0.1,78.0,-0.38
407,0.7125,1.1687871885299683,0.1,79.5,-0.255
408,0.691875,1.2274326395988464,0.1,79.0,-0.825
409,0.70375,1.17757798910141,0.1,77.5,-0.5075
410,0.719375,1.1611112236976624,0.1,78.5,-0.6275
411,0.730625,1.180360107421875,0.1,77.25,-1.4475
412,0.7375,1.137312455177307,0.1,74.5,0.2075
413,0.721875,1.1675459265708923,0.1,76.0,-0.26
414,0.731875,1.1154633927345277,0.1,78.5,-0.5325
415,0.720625,1.154316589832306,0.1,79.0,0.045
416,0.699375,1.1817439270019532,0.1,77.25,-0.0975
417,0.721875,1.1211486625671387,0.1,78.25,-0.4375
418,0.72125,1.165505690574646,0.1,79.0,-0.1675
419,0.748125,1.1277720284461976,0.1,78.75,0.18
420,0.713125,1.1763895082473754,0.1,79.0,-0.225
421,0.73,1.1253174805641175,0.1,77.75,-0.5325
422,0.72,1.1448178100585937,0.1,78.25,-0.5875
423,0.74875,1.085408685207367,0.1,77.75,-0.2725
424,0.721875,1.1743879556655883,0.1,78.75,-0.89
425,0.73,1.1458007311820984,0.1,79.75,-0.0975
426,0.730625,1.1475853896141053,0.1,78.75,-0.515
427,0.701875,1.1609277391433717,0.1,79.5,-0.25
428,0.73,1.136115984916687,0.1,79.75,0.0725
429,0.7075,1.154327540397644,0.1,78.0,0.09
430,0.739375,1.1364239311218263,0.1,79.5,-0.1075
431,0.714375,1.1566721820831298,0.1,76.75,0.2625
432,0.715625,1.1222257232666015,0.1,79.0,-0.2525
433,0.721875,1.1130042505264282,0.1,79.25,-0.235
434,0.735,1.1149129343032838,0.1,77.5,0.0175
435,0.733125,1.1099789309501649,0.1,77.25,-0.5475
436,0.72875,1.1450164389610291,0.1,78.5,-0.115
437,0.73625,1.1173344683647155,0.1,78.75,-0.085
438,0.729375,1.1205419707298279,0.1,78.5,0.0625
439,0.72875,1.1008021879196166,0.1,77.5,-0.1625
440,0.7175,1.1403339743614196,0.1,79.5,0.13
441,0.70875,1.1466752529144286,0.1,77.5,-0.025
442,0.72875,1.140082836151123,0.1,77.75,-0.17
443,0.74125,1.0878248286247254,0.1,78.25,-0.945
444,0.731875,1.129095892906189,0.1,78.0,-0.4475
445,0.73125,1.1388475131988525,0.1,75.75,-0.045
446,0.7425,1.0777676463127137,0.1,79.0,-0.5625
447,0.7275,1.1207205414772035,0.1,78.75,-0.0525
448,0.745,1.1086687874794006,0.1,79.5,-0.365
449,0.733125,1.134143123626709,0.1,79.5,0.0275
450,0.71375,1.1413364839553832,0.1,79.0,0.2
451,0.71625,1.1464252853393555,0.1,78.25,0.1325
452,0.7225,1.135238025188446,0.1,77.75,-0.195
453,0.74625,1.0787551641464233,0.1,78.0,0.1675
454,0.735625,1.1364478373527527,0.1,79.25,-0.66
455,0.731875,1.106032328605652,0.1,78.75,-0.275
456,0.72625,1.111245412826538,0.1,78.75,-0.2125
457,0.720625,1.134998104572296,0.1,77.75,-0.035
458,0.724375,1.1193964457511902,0.1,78.75,-0.0525
459,0.730625,1.1244696497917175,0.1,79.0,0.0825
460,0.7425,1.102678997516632,0.1,78.5,0.535
461,0.74375,1.115179305076599,0.1,77.75,-0.66
462,0.729375,1.0865972447395325,0.1,77.75,0.0
463,0.71125,1.101382954120636,0.1,76.75,0.22
464,0.72125,1.1141830110549926,0.1,77.75,-0.81
465,0.725,1.0960610914230347,0.1,75.5,-0.88
466,0.734375,1.0775594401359558,0.1,77.5,-0.2725
467,0.74,1.0831819796562194,0.1,76.75,-0.495
468,0.73625,1.1094652152061462,0.1,78.5,-0.25
469,0.7375,1.1008850479125976,0.1,79.25,-0.4925
470,0.729375,1.102926995754242,0.1,77.25,-0.26
471,0.729375,1.0964094996452332,0.1,76.5,-0.6975
472,0.72,1.1136338090896607,0.1,78.0,-0.0675
473,0.73375,1.101624710559845,0.1,77.25,-0.3225
474,0.724375,1.0888115906715392,0.1,78.5,-0.7125
475,0.72625,1.0983095240592957,0.1,78.0,-0.3125
476,0.749375,1.0597707748413085,0.1,77.75,0.6
477,0.71875,1.1536918210983276,0.1,77.25,-0.4825
478,0.73375,1.089999647140503,0.1,79.25,-0.1975
479,0.731875,1.108096776008606,0.1,79.5,-0.1975
480,0.729375,1.105679190158844,0.1,77.25,0.2325
481,0.74625,1.0809735441207886,0.1,77.25,-0.2075
